Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age
3771.0,24-Jan-21,Production Technician I,NEL,0,Part-Time,Zone B,Temporary,Production       ,General - Con,20-09-1981,MA,Male,Asian,Married,Fully Meets,3.0,25-09-2022,2.0,2.0,4.0,26-Mar-23,Communication Skills,Internal,Incomplete,5.0,769.97,40.0
3772.0,08-Feb-22,Production Technician I,MSC,1,Full-Time,Zone A,Temporary,Production       ,Engineers,05-02-1966,MA,Female,Asian,Divorced,Fully Meets,3.0,10-09-2022,2.0,5.0,1.0,01-Jan-23,Communication Skills,External,Completed,1.0,894.66,56.0
3773.0,11-Oct-20,Production Technician I,EW,0,Part-Time,Zone A,Temporary,Production       ,Engineers,16-05-1972,MA,Female,Hispanic,Divorced,Fully Meets,3.0,16-10-2022,1.0,5.0,2.0,15-Nov-22,Project Management,External,Failed,2.0,374.02,48.0
3774.0,20-Jun-19,Production Technician I,CCDR,1,Part-Time,Zone B,Full-Time,Production       ,Engineers,06-04-1998,MA,Male,Black,Single,Fully Meets,3.0,11-04-2023,5.0,3.0,1.0,04-Feb-23,Leadership Development,Internal,Passed,5.0,569.42,21.0
3775.0,13-Jul-21,Production Technician I,BPC,1,Contract,Zone B,Part-Time,Production       ,Field Operations,15-10-1980,MA,Male,Other,Widowed,Fully Meets,3.0,15-04-2023,2.0,1.0,3.0,14-Nov-22,Customer Service,Internal,Completed,1.0,172.82,41.0
3776.0,14-Oct-21,Production Technician I,WBL,1,Contract,Zone A,Full-Time,Production       ,General - Eng,28-04-1980,MA,Male,Black,Married,Fully Meets,3.0,13-12-2022,4.0,1.0,5.0,05-Feb-23,Project Management,Internal,Completed,4.0,585.84,41.0
3777.0,09-Nov-21,Production Technician I,TNS,1,Contract,Zone C,Temporary,Production       ,Aerial,21-03-1966,MA,Male,Black,Single,Fully Meets,3.0,28-10-2022,4.0,3.0,2.0,13-Oct-22,Project Management,External,Completed,1.0,759.38,55.0
3778.0,02-Apr-23,Production Technician I,SVG,1,Full-Time,Zone A,Full-Time,Production       ,Wireline Construction,09-02-1992,MA,Male,Other,Married,Fully Meets,3.0,06-02-2023,1.0,5.0,3.0,13-Sep-22,Customer Service,Internal,Completed,5.0,341.74,31.0
3782.0,09-Mar-19,Production Technician I,MSC,0,Full-Time,Zone B,Temporary,Production       ,Field Operations,25-09-1984,MA,Male,Asian,Widowed,Fully Meets,3.0,19-07-2023,1.0,5.0,1.0,11-Dec-22,Technical Skills,Internal,Passed,5.0,506.4,35.0
3783.0,09-May-20,Production Technician I,EW,1,Contract,Zone A,Full-Time,Production       ,Fielders,11-04-1962,MA,Male,Asian,Divorced,Fully Meets,3.0,07-03-2023,3.0,4.0,3.0,25-Jan-23,Technical Skills,External,Completed,5.0,851.24,58.0
3784.0,14-Aug-22,Production Technician I,CCDR,1,Contract,Zone A,Temporary,Production       ,Splicing,14-03-1998,MA,Female,White,Single,Fully Meets,3.0,04-03-2023,3.0,3.0,2.0,12-Oct-22,Communication Skills,Internal,Completed,2.0,671.12,24.0
3785.0,18-Jan-22,Production Technician II,PL,1,Contract,Zone C,Temporary,Production       ,Project Management - Con,20-10-1977,MA,Female,Black,Divorced,Fully Meets,3.0,05-05-2023,3.0,2.0,2.0,01-Oct-22,Project Management,External,Passed,1.0,257.8,45.0
3786.0,22-Jun-21,Production Technician II,PYZ,0,Full-Time,Zone A,Part-Time,Production       ,Field Operations,10-06-1962,MA,Female,Black,Divorced,Fully Meets,3.0,29-12-2022,3.0,4.0,2.0,17-Apr-23,Leadership Development,External,Failed,4.0,280.06,59.0
3787.0,19-Jan-23,Production Technician II,SVG,0,Full-Time,Zone C,Part-Time,Production       ,General - Sga,29-08-1972,MA,Female,White,Widowed,Fully Meets,3.0,06-03-2023,1.0,2.0,1.0,26-Apr-23,Project Management,External,Passed,4.0,140.03,51.0
3788.0,17-May-23,Production Technician II,TNS,0,Part-Time,Zone A,Full-Time,Production       ,Field Operations,06-09-1976,MA,Female,Black,Married,Fully Meets,3.0,05-05-2023,3.0,4.0,2.0,21-Mar-23,Customer Service,External,Completed,2.0,796.95,47.0
3789.0,07-Jun-20,Production Technician II,WBL,1,Contract,Zone A,Part-Time,Production       ,Wireline Construction,25-05-1977,MA,Female,Other,Widowed,Fully Meets,3.0,25-09-2022,3.0,1.0,4.0,26-Oct-22,Technical Skills,External,Incomplete,1.0,997.38,43.0
3790.0,07-Jul-23,Production Technician II,PYZ,1,Full-Time,Zone A,Temporary,Production       ,Yard (Material Handling),11-12-1962,MA,Female,Hispanic,Single,Fully Meets,3.0,31-07-2023,3.0,2.0,1.0,18-Mar-23,Communication Skills,External,Completed,2.0,676.95,61.0
3791.0,28-Mar-20,Production Technician I,WBL,1,Full-Time,Zone B,Full-Time,Production       ,Finance & Accounting,02-02-1978,MA,Female,Asian,Divorced,Fully Meets,3.0,07-09-2022,4.0,1.0,1.0,12-Feb-23,Leadership Development,External,Failed,2.0,348.89,42.0
3792.0,23-May-19,Production Technician I,NEL,1,Part-Time,Zone C,Full-Time,Production       ,Engineers,08-06-1998,MA,Male,White,Married,Fully Meets,3.0,25-09-2022,2.0,2.0,2.0,09-Sep-22,Project Management,External,Passed,1.0,385.62,21.0
3793.0,20-Apr-19,Production Technician I,PL,1,Full-Time,Zone B,Full-Time,Production       ,General - Con,15-01-1952,MA,Male,Asian,Married,Fully Meets,3.0,15-05-2023,2.0,3.0,3.0,24-Nov-22,Project Management,Internal,Completed,2.0,552.67,67.0
3794.0,09-Sep-18,Production Technician I,BPC,1,Contract,Zone A,Full-Time,Production       ,General - Con,20-01-1996,MA,Male,Asian,Widowed,Fully Meets,5.0,05-12-2022,1.0,1.0,3.0,17-Apr-23,Communication Skills,External,Failed,2.0,645.11,22.0
3795.0,14-Jul-22,Production Technician I,CCDR,1,Part-Time,Zone A,Part-Time,Production       ,General - Sga,01-08-1989,MA,Male,White,Divorced,Exceeds,3.0,29-09-2022,4.0,3.0,2.0,25-Jan-23,Project Management,External,Passed,1.0,954.02,33.0
3796.0,17-Apr-19,Production Technician I,SVG,1,Contract,Zone A,Part-Time,Production       ,General - Con,27-08-1964,MA,Female,Hispanic,Married,Exceeds,3.0,28-06-2023,1.0,5.0,2.0,03-Jul-23,Technical Skills,External,Incomplete,5.0,255.74,55.0
3797.0,15-May-20,Production Technician I,EW,1,Contract,Zone A,Full-Time,Production       ,Catv,26-06-1975,MA,Female,Black,Married,Fully Meets,3.0,03-09-2022,3.0,4.0,2.0,09-Mar-23,Technical Skills,External,Completed,2.0,279.38,45.0
3798.0,04-Apr-20,Production Technician I,MSC,1,Full-Time,Zone C,Full-Time,Production       ,General - Con,21-12-1961,MA,Male,Other,Widowed,Fully Meets,3.0,08-11-2022,1.0,1.0,1.0,22-Aug-22,Project Management,External,Passed,5.0,303.44,59.0
3799.0,15-Oct-22,Production Technician I,TNS,1,Full-Time,Zone A,Temporary,Production       ,Executive,24-11-1964,MA,Male,Hispanic,Single,Exceeds,3.0,24-12-2022,3.0,1.0,3.0,07-Aug-22,Communication Skills,Internal,Incomplete,4.0,809.38,58.0
3800.0,11-Jul-19,Production Technician I,PYZ,1,Contract,Zone C,Part-Time,Production       ,General - Sga,09-12-1950,MA,Male,Other,Married,Fully Meets,3.0,08-12-2022,5.0,3.0,5.0,14-Oct-22,Customer Service,Internal,Completed,4.0,886.12,69.0
3801.0,02-Oct-19,Production Technician I,WBL,1,Contract,Zone C,Temporary,Production       ,Field Operations,18-01-1948,MA,Female,Hispanic,Single,Fully Meets,3.0,27-11-2022,2.0,1.0,4.0,01-Apr-23,Leadership Development,External,Incomplete,2.0,125.88,71.0
3802.0,04-Mar-21,Production Technician I,NEL,1,Full-Time,Zone A,Full-Time,Production       ,Field Operations,28-03-1947,MA,Male,White,Divorced,Fully Meets,3.0,09-01-2023,3.0,3.0,5.0,24-Jan-23,Leadership Development,Internal,Passed,1.0,493.72,74.0
3804.0,15-May-19,Production Technician I,BPC,1,Full-Time,Zone C,Part-Time,Production       ,General - Con,26-09-1978,MA,Female,Hispanic,Single,Fully Meets,3.0,07-03-2023,3.0,2.0,2.0,15-Feb-23,Customer Service,External,Incomplete,4.0,414.55,41.0
3805.0,28-Apr-22,Production Technician I,CCDR,1,Full-Time,Zone B,Part-Time,Production       ,General - Con,23-04-1982,MA,Male,Other,Divorced,Fully Meets,3.0,31-12-2022,2.0,5.0,2.0,31-Aug-22,Communication Skills,External,Incomplete,1.0,391.88,40.0
3806.0,23-Sep-21,Production Technician I,SVG,1,Contract,Zone C,Temporary,Production       ,Field Operations,01-09-1974,MA,Male,Other,Married,Fully Meets,3.0,13-03-2023,4.0,1.0,5.0,09-Sep-22,Customer Service,External,Passed,4.0,600.64,47.0
3807.0,15-Sep-21,Production Technician I,EW,1,Contract,Zone C,Temporary,Production       ,Project Management - Con,16-05-1964,MA,Male,Asian,Single,Fully Meets,3.0,17-08-2022,4.0,5.0,4.0,26-Mar-23,Communication Skills,External,Passed,1.0,997.74,57.0
3808.0,27-Apr-19,IT Support,PYZ,1,Contract,Zone B,Full-Time,IT/IS,General - Sga,16-01-1948,MA,Female,White,Widowed,Fully Meets,3.0,27-01-2023,5.0,4.0,4.0,25-Jan-23,Technical Skills,External,Passed,4.0,254.26,71.0
3809.0,06-Oct-19,Network Engineer,TNS,1,Part-Time,Zone B,Part-Time,IT/IS,Field Operations,20-01-2001,MA,Male,Hispanic,Single,Fully Meets,3.0,04-09-2022,3.0,1.0,5.0,21-Oct-22,Technical Skills,External,Incomplete,3.0,786.62,18.0
3810.0,16-Feb-20,Sr. Network Engineer,PL,1,Full-Time,Zone A,Temporary,IT/IS,General - Sga,10-10-1959,CT,Female,Black,Single,Fully Meets,3.0,22-12-2022,3.0,3.0,1.0,21-Dec-22,Communication Skills,External,Completed,3.0,189.7,61.0
3811.0,14-May-22,Sr. Network Engineer,PL,1,Part-Time,Zone B,Temporary,IT/IS,Fielders,11-03-1958,CT,Male,Hispanic,Widowed,Fully Meets,3.0,18-05-2023,1.0,1.0,1.0,15-May-23,Technical Skills,External,Completed,2.0,484.02,64.0
3812.0,13-Feb-19,Sr. Network Engineer,BPC,1,Contract,Zone B,Full-Time,IT/IS,General - Eng,24-05-1985,MA,Female,Hispanic,Single,Fully Meets,3.0,11-01-2023,3.0,3.0,1.0,02-Jun-23,Communication Skills,Internal,Failed,5.0,299.74,34.0
3813.0,24-Aug-22,IT Support,SVG,1,Part-Time,Zone A,Part-Time,IT/IS,Engineers,25-02-1955,MA,Male,Hispanic,Widowed,Fully Meets,3.0,06-06-2023,2.0,3.0,4.0,21-Jul-23,Technical Skills,Internal,Failed,1.0,169.79,67.0
3815.0,26-Mar-21,Network Engineer,SVG,1,Contract,Zone C,Part-Time,IT/IS,Project Management - Con,26-05-1984,MA,Male,White,Divorced,Fully Meets,3.0,23-02-2023,1.0,5.0,3.0,05-Feb-23,Project Management,Internal,Failed,1.0,910.09,37.0
3816.0,01-May-21,IT Support,WBL,1,Full-Time,Zone A,Temporary,IT/IS,Field Operations,10-08-1956,MA,Male,Hispanic,Single,Fully Meets,3.0,26-12-2022,1.0,1.0,5.0,20-Dec-22,Communication Skills,External,Passed,5.0,912.1,65.0
3817.0,10-Oct-21,IT Support,CCDR,1,Part-Time,Zone A,Full-Time,IT/IS,General - Con,01-01-1978,MA,Female,Black,Single,Needs Improvement,3.0,24-06-2023,3.0,3.0,1.0,07-Mar-23,Customer Service,Internal,Incomplete,4.0,456.65,43.0
3818.0,02-Jan-20,Network Engineer,CCDR,1,Part-Time,Zone A,Part-Time,IT/IS,Wireless,15-06-1950,MA,Male,Asian,Single,Fully Meets,3.0,28-01-2023,1.0,1.0,3.0,07-Nov-22,Leadership Development,External,Incomplete,4.0,313.5,70.0
3819.0,20-Jan-20,Network Engineer,MSC,1,Full-Time,Zone B,Part-Time,IT/IS,Aerial,26-11-1957,MA,Female,Asian,Single,Fully Meets,3.0,01-07-2023,4.0,1.0,1.0,29-Dec-22,Leadership Development,Internal,Incomplete,3.0,906.45,63.0
3820.0,11-Aug-18,Network Engineer,EW,1,Contract,Zone C,Full-Time,IT/IS,General - Con,29-09-1976,MA,Female,Other,Divorced,Fully Meets,3.0,26-07-2023,1.0,3.0,4.0,19-Aug-22,Project Management,External,Incomplete,2.0,333.8,42.0
3821.0,18-Dec-21,Sr. Network Engineer,TNS,1,Contract,Zone A,Temporary,IT/IS,Field Operations,03-04-1981,MA,Male,White,Single,Fully Meets,3.0,05-12-2022,5.0,4.0,4.0,30-Nov-22,Project Management,External,Passed,2.0,866.63,40.0
3822.0,24-Sep-19,Network Engineer,WBL,1,Full-Time,Zone B,Part-Time,Executive Office,General - Con,18-09-1975,MA,Male,Hispanic,Divorced,Fully Meets,3.0,23-03-2023,4.0,4.0,5.0,08-Dec-22,Technical Skills,Internal,Incomplete,5.0,357.58,44.0
3823.0,17-Oct-22,Network Engineer,TNS,1,Full-Time,Zone A,Temporary,Executive Office,Shop (Fleet),24-08-1987,MA,Male,White,Single,Needs Improvement,3.0,16-11-2022,5.0,4.0,1.0,21-Sep-22,Communication Skills,External,Completed,4.0,516.9,35.0
3824.0,07-Jan-20,IT Support,SVG,1,Contract,Zone C,Full-Time,IT/IS,General - Sga,21-11-1948,MA,Male,Black,Single,Fully Meets,3.0,13-02-2023,4.0,4.0,5.0,18-Oct-22,Leadership Development,Internal,Completed,5.0,200.23,72.0
3825.0,05-Nov-22,IT Support,PYZ,1,Full-Time,Zone A,Part-Time,IT/IS,Field Operations,23-05-1998,MA,Male,Black,Married,Fully Meets,3.0,22-12-2022,4.0,4.0,2.0,24-Sep-22,Leadership Development,Internal,Completed,1.0,728.77,24.0
3826.0,26-Apr-23,IT Support,PL,1,Part-Time,Zone B,Full-Time,IT/IS,Field Operations,11-04-2001,MA,Male,Asian,Divorced,Fully Meets,3.0,17-11-2022,2.0,1.0,3.0,21-Nov-22,Communication Skills,Internal,Completed,4.0,286.12,22.0
3827.0,29-May-19,IT Support,NEL,1,Part-Time,Zone B,Part-Time,IT/IS,General - Eng,24-09-1992,MA,Male,Asian,Widowed,Fully Meets,3.0,25-12-2022,3.0,3.0,4.0,01-Feb-23,Communication Skills,Internal,Failed,5.0,997.15,27.0
3828.0,12-Sep-19,Sr. Network Engineer,PL,1,Part-Time,Zone A,Full-Time,IT/IS,Aerial,28-10-1990,MA,Male,Black,Divorced,Fully Meets,3.0,21-02-2023,2.0,5.0,1.0,13-Jun-23,Leadership Development,External,Failed,2.0,984.63,29.0
3829.0,27-Jan-19,Sr. Network Engineer,BPC,1,Part-Time,Zone C,Full-Time,IT/IS,Project Management - Con,12-03-1956,MA,Male,Other,Married,Exceeds,3.0,30-10-2022,3.0,2.0,1.0,24-Oct-22,Project Management,External,Incomplete,5.0,233.67,63.0
3830.0,20-Aug-19,Principal Data Architect,CCDR,1,Part-Time,Zone C,Temporary,IT/IS,Field Operations,30-05-1947,CT,Male,White,Widowed,PIP,3.0,28-12-2022,1.0,1.0,3.0,15-Mar-23,Technical Skills,Internal,Completed,3.0,142.42,72.0
3831.0,14-Sep-18,Enterprise Architect,SVG,1,Part-Time,Zone C,Part-Time,IT/IS,Field Operations,07-03-1950,CT,Female,Hispanic,Divorced,Needs Improvement,3.0,19-05-2023,3.0,2.0,5.0,22-Mar-23,Project Management,Internal,Failed,2.0,784.73,68.0
3833.0,26-Jan-22,Network Engineer,PYZ,1,Full-Time,Zone A,Part-Time,Executive Office,Field Operations,12-05-1953,MA,Male,Asian,Single,PIP,3.0,04-02-2023,3.0,5.0,2.0,23-Jun-23,Leadership Development,External,Completed,2.0,409.16,69.0
3834.0,10-May-19,Network Engineer,WBL,1,Contract,Zone C,Part-Time,Executive Office,Field Operations,11-07-1961,MA,Male,Hispanic,Married,Fully Meets,3.0,25-01-2023,3.0,5.0,5.0,04-Jan-23,Technical Skills,External,Passed,1.0,700.53,58.0
3835.0,02-Jan-19,IT Support,NEL,1,Part-Time,Zone B,Part-Time,IT/IS,Yard (Material Handling),11-10-1993,MA,Male,Hispanic,Divorced,Fully Meets,3.0,01-10-2022,5.0,3.0,1.0,05-Nov-22,Customer Service,External,Failed,3.0,439.63,26.0
3836.0,13-Aug-21,IT Support,PL,1,Contract,Zone A,Temporary,IT/IS,General - Con,12-01-1946,MA,Male,Black,Single,Fully Meets,3.0,04-03-2023,2.0,3.0,5.0,29-Apr-23,Technical Skills,External,Incomplete,3.0,830.78,75.0
3837.0,02-Oct-22,IT Support,BPC,1,Part-Time,Zone A,Part-Time,IT/IS,Finance & Accounting,27-08-1956,MA,Male,Other,Single,PIP,3.0,15-10-2022,5.0,3.0,1.0,22-Feb-23,Communication Skills,Internal,Failed,3.0,320.34,66.0
3838.0,17-Dec-18,IT Support,CCDR,1,Part-Time,Zone A,Full-Time,IT/IS,Field Operations,14-08-1979,MA,Female,Asian,Single,PIP,3.0,05-12-2022,1.0,1.0,2.0,19-Apr-23,Communication Skills,Internal,Failed,2.0,510.23,39.0
3839.0,11-Oct-21,Sr. Network Engineer,PL,1,Contract,Zone B,Part-Time,IT/IS,General - Con,27-09-2000,MA,Male,Hispanic,Divorced,PIP,3.0,04-04-2023,3.0,3.0,4.0,12-Jun-23,Communication Skills,External,Failed,4.0,403.0,21.0
3840.0,01-Apr-23,Sr. Network Engineer,BPC,1,Part-Time,Zone B,Full-Time,IT/IS,Field Operations,25-10-1969,MA,Male,Hispanic,Single,Fully Meets,3.0,03-02-2023,1.0,5.0,4.0,06-Nov-22,Technical Skills,External,Failed,4.0,170.61,54.0
3841.0,20-Mar-21,Principal Data Architect,CCDR,1,Full-Time,Zone C,Full-Time,IT/IS,Wireline Construction,17-06-1970,CT,Male,Asian,Single,Fully Meets,3.0,18-05-2023,5.0,4.0,4.0,24-Jan-23,Customer Service,External,Passed,4.0,872.91,51.0
3844.0,10-Jun-21,Network Engineer,PYZ,1,Part-Time,Zone C,Temporary,Executive Office,General - Con,02-06-1961,MA,Male,White,Single,PIP,3.0,01-02-2023,3.0,2.0,5.0,09-Jul-23,Project Management,External,Failed,5.0,603.67,60.0
3845.0,25-Aug-19,Network Engineer,WBL,1,Contract,Zone A,Full-Time,Executive Office,Field Operations,10-08-1969,MA,Male,Hispanic,Single,PIP,3.0,05-08-2023,4.0,5.0,3.0,17-Aug-22,Project Management,Internal,Passed,5.0,546.24,50.0
3846.0,04-May-20,IT Support,NEL,1,Contract,Zone C,Full-Time,IT/IS,Wireline Construction,10-08-1975,MA,Male,Asian,Single,Fully Meets,3.0,27-01-2023,4.0,5.0,1.0,11-Apr-23,Leadership Development,Internal,Incomplete,4.0,607.97,45.0
3847.0,24-Feb-19,IT Support,PL,1,Part-Time,Zone B,Temporary,IT/IS,Field Operations,06-09-1998,MA,Male,Hispanic,Single,Fully Meets,3.0,04-10-2022,5.0,3.0,1.0,28-Mar-23,Technical Skills,Internal,Completed,4.0,130.59,21.0
3848.0,24-Sep-19,IT Support,BPC,1,Full-Time,Zone C,Temporary,IT/IS,Field Operations,18-08-1996,MA,Male,Asian,Married,Fully Meets,3.0,02-10-2022,5.0,1.0,4.0,18-Nov-22,Communication Skills,Internal,Incomplete,2.0,443.56,23.0
3849.0,13-Feb-21,IT Support,CCDR,1,Contract,Zone A,Part-Time,IT/IS,General - Con,21-01-1979,MA,Female,White,Widowed,Fully Meets,3.0,07-09-2022,3.0,3.0,1.0,15-Mar-23,Leadership Development,External,Passed,3.0,436.47,42.0
3850.0,05-Jan-20,Sr. Network Engineer,MSC,1,Part-Time,Zone B,Temporary,IT/IS,Yard (Material Handling),17-08-1953,MA,Male,Hispanic,Single,Fully Meets,3.0,15-10-2022,1.0,3.0,5.0,01-Nov-22,Communication Skills,Internal,Completed,1.0,355.75,67.0
3854.0,06-Jun-19,Network Engineer,WBL,1,Part-Time,Zone B,Temporary,Executive Office,Technology / It,24-01-1942,MA,Male,Black,Single,Fully Meets,3.0,18-07-2023,5.0,2.0,5.0,17-Oct-22,Communication Skills,External,Incomplete,5.0,913.62,77.0
3855.0,25-May-21,Network Engineer,WBL,1,Part-Time,Zone B,Part-Time,Executive Office,People Services,01-10-1999,MA,Male,Other,Widowed,Fully Meets,3.0,24-04-2023,5.0,3.0,4.0,02-Oct-22,Communication Skills,External,Passed,1.0,157.94,22.0
3856.0,17-Mar-23,Network Engineer,TNS,1,Part-Time,Zone C,Part-Time,Executive Office,Wireline Construction,17-05-1994,MA,Male,Other,Divorced,PIP,3.0,17-01-2023,5.0,1.0,4.0,12-Jul-23,Technical Skills,External,Completed,4.0,527.6,29.0
3857.0,02-Oct-22,IT Support,SVG,1,Contract,Zone B,Temporary,IT/IS,Fielders,24-05-1963,MA,Male,Black,Widowed,PIP,3.0,18-09-2022,1.0,1.0,2.0,24-Jul-23,Leadership Development,External,Completed,1.0,601.2,59.0
3858.0,22-Jan-22,IT Support,PYZ,1,Full-Time,Zone B,Full-Time,IT/IS,Engineers,02-07-1951,MA,Male,Other,Married,Fully Meets,3.0,07-05-2023,3.0,3.0,1.0,13-Jun-23,Project Management,External,Failed,4.0,478.88,71.0
3859.0,29-Nov-19,IT Support,PL,1,Full-Time,Zone B,Part-Time,IT/IS,Fielders,20-04-1992,MA,Female,Hispanic,Married,PIP,3.0,02-08-2023,1.0,2.0,5.0,05-Jun-23,Communication Skills,External,Completed,1.0,838.69,27.0
3860.0,01-Jul-20,IT Support,NEL,1,Contract,Zone B,Temporary,IT/IS,Catv,04-01-1996,MA,Female,Asian,Single,Fully Meets,3.0,26-06-2023,2.0,4.0,3.0,10-Oct-22,Technical Skills,Internal,Completed,4.0,389.63,24.0
3861.0,24-Mar-22,Sr. Network Engineer,PL,1,Full-Time,Zone C,Part-Time,IT/IS,General - Con,25-02-1965,MA,Male,Other,Widowed,PIP,3.0,19-07-2023,3.0,1.0,5.0,29-Apr-23,Project Management,Internal,Passed,1.0,911.36,57.0
3863.0,07-Jun-19,Principal Data Architect,CCDR,1,Contract,Zone A,Temporary,IT/IS,Aerial,19-03-1972,MA,Female,Other,Single,PIP,3.0,23-11-2022,4.0,2.0,1.0,16-Sep-22,Leadership Development,Internal,Incomplete,5.0,274.98,47.0
3865.0,29-Sep-20,Network Engineer,MSC,1,Part-Time,Zone C,Temporary,Production       ,Sales & Marketing,03-10-1963,MA,Male,Asian,Single,Needs Improvement,3.0,26-05-2023,1.0,4.0,3.0,03-Nov-22,Project Management,External,Completed,2.0,399.26,57.0
3866.0,04-Sep-20,Network Engineer,TNS,1,Contract,Zone A,Full-Time,Executive Office,Field Operations,09-11-1959,MA,Male,Other,Divorced,Fully Meets,3.0,16-09-2022,2.0,1.0,5.0,04-Dec-22,Customer Service,Internal,Incomplete,4.0,993.08,61.0
3867.0,26-Aug-18,Network Engineer,PYZ,1,Part-Time,Zone B,Full-Time,Executive Office,Catv,21-10-1986,MA,Male,Other,Widowed,Fully Meets,3.0,31-10-2022,5.0,3.0,3.0,07-Sep-22,Communication Skills,External,Failed,4.0,540.57,32.0
3868.0,17-Aug-19,Network Engineer,WBL,1,Contract,Zone A,Part-Time,IT/IS,Finance & Accounting,23-03-2000,MA,Male,Hispanic,Widowed,Fully Meets,3.0,16-09-2022,3.0,1.0,2.0,27-Sep-22,Project Management,Internal,Completed,3.0,272.58,19.0
3869.0,25-Sep-19,IT Support,NEL,1,Full-Time,Zone A,Temporary,IT/IS,Field Operations,10-06-1977,MA,Male,Hispanic,Divorced,Fully Meets,3.0,07-01-2023,1.0,4.0,2.0,19-Mar-23,Project Management,External,Completed,2.0,905.51,42.0
3870.0,11-Mar-23,IT Support,PL,1,Contract,Zone B,Temporary,IT/IS,Project Management - Con,23-11-1966,MA,Male,Asian,Single,Fully Meets,3.0,13-02-2023,1.0,5.0,1.0,10-Mar-23,Technical Skills,External,Completed,1.0,919.25,57.0
3871.0,15-Dec-22,IT Support,BPC,1,Full-Time,Zone B,Full-Time,IT/IS,General - Con,05-06-1971,MA,Female,White,Widowed,Fully Meets,3.0,15-07-2023,4.0,5.0,2.0,15-Apr-23,Technical Skills,External,Completed,5.0,979.98,51.0
3872.0,10-Aug-18,IT Support,CCDR,1,Contract,Zone B,Part-Time,IT/IS,Engineers,08-01-1966,MA,Female,Asian,Single,Fully Meets,3.0,15-08-2022,5.0,5.0,3.0,26-Feb-23,Communication Skills,Internal,Completed,3.0,499.86,52.0
3873.0,04-Mar-22,Sr. Network Engineer,NEL,1,Full-Time,Zone B,Part-Time,IT/IS,Executive,27-10-1972,MA,Male,Hispanic,Widowed,Fully Meets,3.0,25-03-2023,3.0,4.0,5.0,10-Mar-23,Project Management,Internal,Completed,3.0,598.22,50.0
3874.0,02-Jun-20,Sr. Network Engineer,PL,1,Part-Time,Zone C,Part-Time,IT/IS,General - Con,22-10-1997,CT,Male,Hispanic,Married,Fully Meets,3.0,01-10-2022,4.0,4.0,5.0,03-Oct-22,Project Management,External,Passed,2.0,421.93,23.0
3875.0,29-Jun-21,Sr. Network Engineer,BPC,1,Contract,Zone A,Temporary,IT/IS,Underground,23-08-1969,CT,Male,Asian,Divorced,Fully Meets,3.0,02-02-2023,5.0,5.0,1.0,10-Jun-23,Leadership Development,External,Incomplete,2.0,860.22,52.0
3876.0,24-Oct-21,Principal Data Architect,CCDR,1,Contract,Zone C,Temporary,IT/IS,General - Con,30-05-1954,MA,Female,Hispanic,Single,PIP,3.0,07-11-2022,3.0,2.0,5.0,10-Nov-22,Leadership Development,External,Failed,1.0,946.23,67.0
3877.0,22-Oct-18,Network Engineer,MSC,1,Part-Time,Zone A,Full-Time,Executive Office,General - Con,21-01-1976,MA,Male,Asian,Single,PIP,3.0,30-06-2023,3.0,3.0,4.0,04-Jun-23,Communication Skills,External,Passed,1.0,888.55,42.0
3878.0,08-Sep-18,Network Engineer,TNS,1,Contract,Zone B,Part-Time,Executive Office,Engineers,18-02-1967,MA,Male,Other,Divorced,Fully Meets,3.0,23-02-2023,4.0,4.0,1.0,28-Dec-22,Customer Service,Internal,Passed,5.0,749.69,51.0
3879.0,08-Feb-19,Network Engineer,PYZ,1,Full-Time,Zone C,Part-Time,IT/IS,Field Operations,13-01-1996,MA,Male,Hispanic,Married,Fully Meets,3.0,22-12-2022,1.0,5.0,2.0,11-Apr-23,Project Management,Internal,Incomplete,2.0,613.95,23.0
3880.0,29-Mar-21,Network Engineer,WBL,1,Part-Time,Zone B,Temporary,IT/IS,General - Con,15-05-1973,MA,Male,Black,Single,Fully Meets,3.0,18-09-2022,4.0,3.0,1.0,25-Sep-22,Communication Skills,Internal,Completed,3.0,934.92,48.0
3881.0,19-Jun-19,IT Support,NEL,1,Part-Time,Zone B,Part-Time,IT/IS,Field Operations,12-11-1992,MA,Male,Other,Divorced,Fully Meets,3.0,20-10-2022,5.0,3.0,5.0,25-Oct-22,Project Management,External,Failed,3.0,170.61,27.0
3882.0,30-Jan-19,IT Support,PL,1,Contract,Zone C,Part-Time,IT/IS,Wireless,15-02-1946,MA,Female,Asian,Married,Fully Meets,3.0,19-09-2022,5.0,3.0,3.0,02-Jun-23,Customer Service,Internal,Completed,2.0,654.09,73.0
3883.0,06-May-22,IT Support,BPC,1,Contract,Zone B,Full-Time,IT/IS,Field Operations,16-06-1991,MA,Female,White,Widowed,Fully Meets,3.0,13-03-2023,2.0,2.0,1.0,05-Jul-23,Communication Skills,Internal,Incomplete,2.0,842.6,31.0
